"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"East Asia & Pacific","EAS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.29565","2.98597","3.08943","3.17478","3.44191","3.73625","4.0232","4.21629","4.57223","4.98838","5.28455","5.70014","6.14414","6.34934","6.66534","6.92726","7.10937","7.24525","7.14805","7.25697","7.31329","7.4736","7.62274","7.4271","9.32525","10.23765","9.94445","11.2721","13.22468","14.40659","15.57177","17.16466","19.0661","20.91533","22.42113","23.42765","24.15653","24.55506","25.0454","26.5672","28.17419","29.78412","32.35713","35.02247","41.39086","43.72954","45.08324","45.66559","45.7962","",
"Europe & Central Asia (excluding high income)","ECA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","33.23584","32.88822","32.3488","31.88629","31.50456","31.4906","31.5249","31.80267","31.98928","32.01895","32.01722","32.17737","32.46612","32.95935","33.63053","34.54503","35.02786","35.36438","35.31371","35.11088","35.15376","34.57871","33.6644","32.49623","32.11931","31.907","32.92295","34.0297","34.87285","36.55253","38.91334","42.12227","45.27901","48.47234","49.54007","51.57628","53.44714","54.76526","55.6626","56.6644","57.84047","58.59834","59.48897","61.59925","63.31866","64.55692","66.9812","69.50222","70.12279","",
"Europe & Central Asia","ECS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","24.66171","24.63775","24.96042","25.39906","25.71002","26.29951","26.9775","27.42364","27.77068","27.69535","27.79565","27.87048","28.11183","28.53","29.03829","29.73868","30.20879","30.6024","31.03192","31.63972","32.41136","33.16617","33.77438","34.69724","36.19514","37.10763","38.51994","40.2045","41.2603","43.04041","44.9187","47.54401","50.2232","52.83874","54.15531","55.88039","57.26544","58.08786","58.74677","59.78057","61.24315","62.30402","63.0721","64.06763","65.2665","66.0904","67.86981","69.83297","70.13682","",
"Ecuador","ECU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","7.08048","7.52072","9.36929","","20.3911","24.61349","","","31.32477","33.28251","34.13806","32.09383","30.3431","30.86904","31.5891","","","28.11723","24.66389","19.43463","19.85021","","","","18.09099","","18.53632","","","","","","","","","","","38.77503","","","","39.81667","40.32245","","44.89223","","","","",
"Egypt, Arab Rep.","EGY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","7.1829","8.11211","9.43842","10.70999","12.13247","13.74671","15.61617","16.21471","16.29194","16.70132","17.64112","18.72874","19.43092","20.04505","18.74809","18.59431","18.65458","18.21163","15.58874","14.42987","12.17869","","","","","","","","30.72465","","29.75446","30.79854","27.65975","28.9297","30.12","29.92955","30.27098","29.98793","30.53548","31.41724","26.81772","27.72804","30.11785","31.06811","35.02813","33.85891","35.16452","","",
"Euro area","EMU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","19.56491","19.57855","20.64627","21.95081","22.72893","23.79667","25.07061","25.59862","26.17795","25.86479","26.18517","26.30931","26.62167","26.79588","27.31433","28.12266","28.70242","29.07966","29.98106","31.32444","32.66064","34.55035","36.56568","39.39804","42.58079","44.12859","45.87544","48.03146","49.60108","50.34278","51.70389","53.484","55.03363","57.05981","58.9604","60.36014","61.33069","61.53101","62.13962","63.16101","64.9974","66.89433","67.82388","68.39781","70.02089","70.91849","72.13586","73.57291","73.57291","",
"Eritrea","ERI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74553","1.6904","","1.63197","2.01128","1.95607","2.39957","2.12762","","1.56172","","","","","2.67099","3.24191","","","","3.85005","3.4765","3.36256","","","",
"Spain","ESP","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","8.66627","9.64645","14.12903","15.3979","16.83543","19.50149","20.33963","22.5071","20.84601","22.04274","22.07073","22.50327","23.13824","24.81539","26.15633","28.56327","29.87708","31.7562","33.71252","35.55822","37.03936","39.27051","41.17985","44.04142","45.729","47.67777","50.54775","52.83373","55.02773","57.72711","59.78373","61.58797","63.96756","66.09032","67.15335","68.53449","68.75185","69.74542","71.58433","75.91095","80.03797","82.27033","83.72564","85.44627","85.61178","86.51608","88.85301","","",
"Estonia","EST","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","23.24204","","","","","22.01343","","22.10383","22.91566","24.75434","24.35973","24.52224","23.53077","24.40365","25.44992","40.18613","44.0633","47.32125","49.61477","54.54407","58.66144","61.53721","64.39908","66.18384","67.9128","67.86591","67.67473","66.44184","66.63192","68.18451","70.36909","72.37507","73.92123","73.30776","72.16762","71.39045","69.63503","","",
"Ethiopia","ETH","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.17487","0.18866","0.14703","0.23756","","","0.24475","0.37755","0.46329","0.51488","0.49115","0.50338","0.52851","0.51014","","0.81014","0.86522","0.80717","0.82701","0.85045","0.82797","","","0.62279","0.67572","0.70003","0.81777","0.85584","0.95109","1.18656","1.46918","1.64915","2.30928","2.59943","2.81004","","","3.62789","5.37221","7.48318","7.88366","8.2236","","8.10532","","","","","",
"European Union","EUU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","17.33737","17.31268","18.05545","19.00276","19.72499","20.75933","21.96758","22.53355","23.09622","22.9348","23.18371","23.2789","23.59556","24.05115","24.52478","25.10128","25.59626","25.9731","26.66059","27.75003","28.89818","30.68503","32.49755","35.22636","38.38809","40.40514","42.4624","44.74435","46.01897","48.00999","49.54745","51.80671","54.15037","56.3614","58.1573","59.80539","60.99069","61.61243","62.40025","63.56968","65.0287","66.02295","66.17834","65.80939","66.46723","66.86957","68.02107","69.35226","69.35226","",
"Fragile and conflict affected situations","FCS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.87905","2.90003","2.98464","3.0419","3.10593","3.23677","3.36053","3.63205","3.83369","4.00755","4.13212","4.37222","4.38992","4.41299","4.50107","4.63619","4.75934","5.14529","5.14307","5.27285","5.27748","5.3105","5.31272","5.61435","5.64198","5.74507","5.87713","6.15236","6.4244","6.91847","7.28781","7.84953","8.10383","8.2861","8.7465","9.18606","9.60889","9.93775","10.53836","10.91535","11.23458","11.1893","11.62987","11.89883","12.32011","12.38867","12.32426","12.4064","12.47639","",
"Finland","FIN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","13.12739","13.63912","14.27228","15.70298","16.92126","27.5932","29.33499","30.63041","31.2407","31.70911","32.10808","32.62285","33.36182","31.45317","31.92318","34.06825","36.04206","38.09205","40.97916","44.46063","48.88246","52.93727","59.36272","63.99895","67.40026","70.33548","73.39403","79.17264","81.38203","82.32955","84.31597","84.83998","86.94398","89.51747","91.67952","93.15745","93.75906","94.69184","91.29066","93.44781","94.91993","92.87735","90.99419","88.88166","87.67987","86.97852","88.19783","","",
"Fiji","FJI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.67576","1.00289","1.2242","1.50354","1.97122","2.58685","","","","","2.37349","2.45894","2.72532","","2.57456","3.13194","3.06105","","","5.1432","","11.79172","","","","","","","","","","","","15.78395","15.9584","16.13669","","","","","","","","","","","","","","",
"France","FRA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","18.55906","19.63517","21.3967","22.23352","23.58656","24.78605","24.93113","25.97421","24.32787","25.1582","25.34202","26.77469","27.24199","","28.8466","29.38971","29.79355","30.77857","34.30202","36.89102","39.45664","42.79212","45.71719","49.53574","50.37703","52.36428","53.33495","53.88354","51.4899","50.60308","50.44729","50.25169","52.31698","53.45763","53.88233","53.87542","52.94754","52.47552","52.7731","54.88172","55.62573","57.90901","59.84876","61.51048","62.78593","64.72768","65.629","","",
"Faroe Islands","FRO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","8.73209","25.57825","19.65104","30.94927","22.43383","","","","","","","","","","","","","","","","","14.01002","14.11797","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.39803","0.6993","0.79894","1.45029","2.12725","2.1463","2.58492","2.61039","2.52564","3.20615","","","5.20538","5.39899","","","6.01456","5.69917","5.40413","5.29557","","","","","","","","","7.12909","","8.07629","","8.30586","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","14.58031","15.43801","16.06584","16.72008","18.54512","19.18024","19.32523","19.12641","19.16412","18.84958","18.88532","18.96086","21.05811","21.07251","20.99832","21.51789","22.54342","23.3135","24.40034","26.48239","29.18215","33.2307","37.98562","42.81531","48.25759","50.08433","53.28807","55.54418","60.11243","58.47404","59.26847","62.56843","62.06856","59.35145","58.9661","59.03244","58.49451","56.64391","57.90053","58.92335","59.14593","59.40212","57.03876","56.5645","56.45849","58.42562","59.99557","","",
"Georgia","GEO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","29.57719","","","","","","","","","","36.18913","","","","43.49281","39.94224","42.78186","","36.09961","39.05969","40.86438","43.76618","45.8531","45.78385","51.37931","42.73038","41.81057","38.87021","28.8817","32.58371","34.7855","32.24253","37.914","42.28092","46.48113","51.83005","56.81128","60.33445","63.9155",
"Ghana","GHA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.69145","0.73656","0.81361","0.94195","0.99029","1.08533","","","","","","1.49946","","","","","","","","","0.92257","1.05875","1.25523","1.27801","","","","","","","","","","","5.86879","5.24219","6.44486","8.47961","8.7975","","11.76737","11.94183","13.83126","15.40233","15.69071","15.53598","16.01313","15.69177","",
"Gibraltar","GIB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.56177","","","","2.38661","2.94237","3.35571","4.63291","4.85833","","4.17892","2.9685","2.92351","2.6779","2.27283","1.83065","1.36543","1.16156","1.18665","1.08773","0.95767","0.91261","1.26923","1.19622","1.32457","1.22733","1.26142","1.3002","","","","","","2.29583","3.07601","5.33443","8.27645","9.43566","9.56893","10.90025","11.06588","10.52167","11.04827","11.55931","","","","","",
"Gambia, The","GMB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.66013","","","","1.07484","","","","","1.17479","","","","","","1.95798","3.03408","2.72461","","","","","","","",
"Guinea-Bissau","GNB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5143","","","","","","","","","","","","","","","","2.29658","2.64325","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","4.81033","","","","","","","","","1.60462","","","","","","","","","1.85288","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","12.91523","12.97783","14.04695","14.83285","16.68581","16.99449","17.20153","16.05128","16.14664","15.58304","16.08688","16.63325","18.38873","19.8196","22.25793","23.80635","25.47027","23.98855","23.53121","24.187","35.11136","33.54804","36.78599","38.38496","35.95558","39.62036","43.48873","44.67811","46.38552","50.78434","58.03318","64.92796","70.00507","76.22245","85.31207","90.09834","87.39504","","","103.79628","109.15926","113.7406","116.37682","122.402","","131.54086","136.60257","","",
"Grenada","GRD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","1.44982","5.83761","","8.31015","4.46913","4.48675","","","","","","","","","","","","","","","","","","","","","","","","","64.52827","","","","","","95.62066","96.41531","100.19642","104.56188","",
"Greenland","GRL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","3.22595","3.34929","3.59388","3.85848","3.40113","3.75473","4.17298","4.64503","5.39036","","","5.37323","","6.31469","6.41819","6.62999","6.92907","","","","","","","7.77153","8.12104","8.18206","","","","","","","9.191","","","","","17.31849","","","","","","19.59235","18.18088","21.78329","","","","",
"Guam","GUM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.56657","1.66316","1.80807","","","3.4652","","","3.04138","2.90309","2.86761","3.13588","2.28398","2.29949","2.46003","2.47712","","4.13311","","5.46304","","","","9.48918","8.85944","9.8255","11.48873","","","","","","7.64464","11.26731","12.02399","12.14248","12.1633","11.57753","10.98671","11.69943","11.64072","11.62275","","","","","","","",
"High income","HIC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","23.70591","25.13115","26.27265","27.27688","28.13124","29.52469","31.42904","31.4726","32.22809","32.12051","32.7186","33.52783","34.23263","34.93431","35.57598","35.93513","36.52302","37.47952","38.61653","39.88886","41.59846","43.08989","45.25057","45.63984","50.20906","51.76309","50.35424","51.63585","54.05733","55.97781","56.00177","57.57636","61.6467","63.63279","65.0421","66.01573","67.59556","68.23539","68.99337","70.46505","73.18291","74.81549","75.26519","74.34712","75.02719","75.54148","76.46243","76.78721","75.10247","",
"Hong Kong SAR, China","HKG","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","7.48529","7.71874","8.04027","8.70436","9.2209","10.04884","9.37391","","9.89121","10.12282","","10.83127","12.05671","12.79213","","","","","","","","18.1328","19.23185","21.46834","","","","","","","","","31.76536","32.27889","33.53083","34.49889","42.57227","55.40763","56.41322","59.59784","61.68693","60.87139","67.47312","69.29175","69.54381","72.33813","74.33425","76.92223","",
"Honduras","HND","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","3.50744","3.89417","4.9223","6.2365","6.9903","","7.2883","8.4153","8.86435","8.88486","8.90931","8.78761","","8.36889","9.29326","9.2285","8.80769","8.82082","9.13429","8.91335","9.8113","9.72533","10.36307","11.1162","12.77923","12.61053","13.06748","","","16.03262","16.06058","","","","17.71153","","19.51006","","19.1858","19.64452","19.9211","20.39552","20.92458","24.34098","26.16422","",
"Heavily indebted poor countries (HIPC)","HPC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.5069","1.51254","1.57858","1.62445","1.69129","1.78341","1.85517","1.91315","2.03948","2.10548","2.1821","2.21784","2.25071","2.27541","2.2981","2.3354","2.38961","2.37883","2.42925","2.45069","2.47674","2.5267","2.56616","2.62326","2.6598","2.69598","2.75703","2.85923","2.93188","3.01854","3.31054","3.60584","3.90543","4.14066","4.46894","4.80283","5.19181","5.53988","6.08894","6.69866","7.34109","7.60217","7.98825","8.3704","8.60224","8.69832","8.63985","8.79398","8.89416","",
"Croatia","HRV","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","17.85786","","","","","16.25212","","","","21.35022","22.44332","21.85893","24.44349","26.05479","26.23511","27.79434","27.6831","29.36393","31.70167","32.38117","35.13302","37.9201","40.77352","42.06107","44.76409","45.58529","47.1877","49.1642","48.78587","54.02853","57.22782","60.64715","65.53489","67.51023","66.49102","66.53238","67.86556","","",
"Haiti","HTI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","0.63494","0.60651","0.77821","0.80549","0.80659","0.85846","","0.93346","1.08804","","1.05343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","9.9579","10.24821","10.32574","10.79321","11.22154","11.71349","12.23124","12.39797","12.58205","12.85256","13.21516","14.2589","14.8769","15.53826","16.04513","16.10701","15.67982","15.28808","14.83304","14.68551","14.51754","14.91343","16.0728","19.32951","22.15632","24.5864","26.23302","30.092","32.50023","35.94101","39.69805","44.55069","52.23563","60.0567","64.99212","67.54416","68.28498","66.48384","64.60789","63.72239","62.59323","61.46318","57.06502","52.01587","48.96214","48.03886","48.50038","","",
"IBRD only","IBD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.69752","6.68331","6.73624","6.86538","7.1237","7.4555","7.67775","7.80192","8.03348","8.30442","8.47751","8.76649","8.86676","9.05605","9.51047","9.64627","9.54824","9.62416","9.34841","9.41477","9.46749","9.56074","9.57867","9.68609","10.18713","10.93758","11.63491","12.6842","13.52738","14.81377","15.9193","17.23266","18.80076","20.27827","21.35946","22.22809","23.25073","24.39202","25.74195","26.96676","28.59631","31.0642","33.06275","34.49335","38.21914","39.90605","40.88194","41.66336","42.24329","",
"IDA & IBRD total","IBT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.96949","5.98272","6.05204","6.17568","6.40476","6.6773","6.85496","6.97195","7.16274","7.41717","7.56436","7.82033","7.93572","8.11412","8.50256","8.62522","8.54717","8.61222","8.38869","8.43633","8.48417","8.54372","8.53044","8.61527","8.99518","9.57314","10.10816","10.91862","11.56907","12.56322","13.45897","14.53601","15.75949","16.91392","17.77942","18.55433","19.42775","20.40449","21.52805","22.58393","23.89571","25.71783","27.13019","28.06392","30.63989","31.76954","32.38231","32.895","33.33187","",
"IDA total","IDA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.387","2.45256","2.54205","2.6155","2.72045","2.75508","2.78941","2.94931","3.02213","3.27445","3.35273","3.48907","3.65233","3.79243","3.88643","3.95934","3.98973","4.00016","4.02237","4.02151","4.09545","4.07775","4.01826","4.10933","4.10415","4.13652","4.21981","4.32052","4.45333","4.64532","4.96988","5.41784","5.63083","5.83928","6.07584","6.56711","6.93444","7.33114","7.77909","8.49176","9.14178","9.60849","10.01583","10.31145","10.5027","10.70738","10.8034","10.95213","11.22055","",
"IDA blend","IDB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","3.03491","3.12727","3.14615","3.26441","3.35383","3.39944","3.49815","3.57434","3.66687","3.80999","3.87199","4.08148","4.27414","4.34675","4.42616","4.56134","4.62691","4.6328","4.95683","4.98911","5.03174","4.9095","4.77776","4.81567","4.86468","4.91734","4.91978","4.9859","5.04181","5.16001","5.50279","5.85264","6.22541","6.57639","6.95583","7.53211","7.62285","7.85631","7.83023","8.33423","8.71759","9.31916","9.85231","10.17228","10.30402","10.28997","10.19753","10.38147","10.30222","",
"Indonesia","IDN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.85125","","2.73901","2.66157","2.57544","2.57727","2.6088","2.30295","2.43169","2.32769","3.34629","3.82793","3.86066","4.08658","5.36473","6.14904","6.4003","7.59433","6.86756","7.93494","8.37944","8.6168","9.43189","9.39566","10.53632","11.3338","11.54266","13.38336","13.3583","14.74726","14.8768","14.18361","14.80345","16.01321","16.59508","17.2263","17.28018","17.79493","20.66821","22.98912","24.07626","26.3032","30.429","31.06371","30.89576","33.25072","35.43736","36.44444","36.31104","",
"IDA only","IDX","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.10421","2.15932","2.27702","2.32762","2.43578","2.46191","2.46169","2.65734","2.71779","3.01879","3.1028","3.20194","3.34624","3.51822","3.61841","3.66196","3.67232","3.6857","3.55924","3.54072","3.63343","3.67068","3.64642","3.7629","3.72858","3.74871","3.87171","3.98794","4.15831","4.38771","4.70213","5.20133","5.33073","5.46475","5.62589","6.07138","6.58106","7.06158","7.7597","8.58278","9.3742","9.7678","10.10716","10.389","10.61038","10.92694","11.11863","11.24794","11.69091","",
"Isle of Man","IMN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","4.9246","","4.98321","","","4.96716","4.83136","4.98436","4.95851","4.96351","5.24742","4.94036","5.55459","5.85675","5.82863","5.98727","6.33131","5.53363","5.74981","5.94715","6.02976","","","","5.53655","6.26905","6.54575","","","9.50872","9.6945","10.17642","10.62537","10.93321","10.67964","11.48636","13.12668","15.04721","16.03093","17.83388","22.76465","24.26798","23.79483","25.43213","26.76899","26.82922","27.44213","28.06055","",
"Not classified","INX","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","10.67417","10.90818","11.0017","11.57229","13.77101","16.68672","16.71572","16.52759","16.42304","16.68087","17.98335","19.4002","20.69433","20.85075","21.85051","22.85461","24.25245","25.54817","26.78435","27.55257","28.33598","31.05597","32.79509","35.18562","35.97259","37.64003","39.438","42.30303","47.306","49.44981","50.6748","53.5348","55.84617","58.92191","58.86932","58.44118","58.30199","54.01747","56.50398","63.12644","67.79859","68.19725","71.69955","73.81323","77.23215","77.55714","77.78062","","",
"Iran, Islamic Rep.","IRN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","2.97097","3.35412","3.77148","3.86127","4.11053","4.4949","4.45181","4.50183","","","","","","","","","","","","","","","","","15.67109","17.22591","","","18.30703","18.69706","19.89428","19.07242","20.1468","22.33359","23.80202","26.53152","31.21858","37.70845","37.91298","44.16966","50.00553","56.42696","59.27873","67.31977","","69.63566","68.11609","","",
"Iraq","IRQ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","5.01229","5.20765","5.53514","6.08533","7.13819","7.80382","8.38501","8.4851","8.26939","9.00302","9.20829","9.66388","9.74839","9.57144","10.36282","11.40905","10.87582","11.16817","12.28137","","","","","","","","","","11.66432","12.11528","","12.83808","","16.00963","16.15742","","","","","","","","","","","","","","",
"Iceland","ISL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","9.9186","11.0699","12.38256","12.94845","14.03573","15.09837","15.45749","15.95797","","19.68511","20.38131","21.23061","22.94732","23.51137","20.90217","21.32828","21.58879","21.77419","23.40426","25.59527","24.91892","29.60027","27.33494","33.98816","35.47581","35.86389","37.86268","38.74671","40.43773","46.09699","48.32954","54.57972","62.39248","68.21238","69.88068","72.1246","71.1184","73.74512","74.41502","78.81844","81.47075","81.95589","80.29685","81.43798","75.76606","73.60044","71.84501","","",
"Israel","ISR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","19.61163","20.79118","22.94334","","23.57171","","26.90555","26.82304","30.76301","31.67245","31.38225","34.31456","34.73446","35.16793","","35.45957","35.82566","34.32488","33.90186","34.03249","35.61217","","38.7926","","40.32216","42.51925","","47.35577","48.97868","50.01055","52.34792","57.42335","57.40144","57.13031","58.74306","58.33285","61.2148","60.42399","63.14921","65.92614","66.58563","68.57462","67.04384","66.94252","65.48689","64.9002","63.35469","","",
"Italy","ITA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","16.86905","19.51538","20.35189","21.66208","23.96395","25.17821","26.17594","26.68222","27.21817","26.8939","26.77952","","24.73712","24.84301","25.79406","25.60771","24.83792","26.48421","28.06502","29.53918","31.76438","33.80497","35.98516","40.06166","41.47889","42.33779","46.85246","48.31265","48.55508","49.81127","52.87731","55.55179","58.67722","62.24298","64.43843","66.1078","66.68297","66.3436","66.54997","65.7743","65.56312","64.13355","62.29616","61.70275","60.93946","60.93733","61.933","","",
"Jamaica","JAM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","5.05216","5.48572","5.99059","5.94563","","","6.99167","","","","6.64285","","","","","","4.87251","","4.94012","","6.53308","6.46867","","","","","","","9.1862","15.07814","17.62574","18.60913","20.88366","21.10083","19.06042","18.80472","","23.54742","23.41372","26.81559","26.17734","28.75893","27.20745","","27.13061","","","","",
"Jordan","JOR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","2.9593","3.29013","4.15027","5.03791","5.5738","6.86984","9.19872","9.20443","10.29039","14.22443","16.0962","18.96068","19.757","21.50149","19.56609","18.59419","19.95275","17.65924","19.6072","19.4763","21.20785","20.47675","20.06347","18.41504","17.99452","19.86885","22.48419","","","27.23425","","29.62014","33.13661","37.38589","37.34681","37.07266","38.33667","41.14803","41.73622","37.14991","36.34319","41.82672","","","36.631","35.58393","31.14041","34.41532","",
"Japan","JPN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","33.91356","","","","","37.96047","","39.89484","39.96645","39.72817","39.30827","38.38194","","35.71146","35.58805","31.04862","","","24.51657","31.81213","","","","","","58.1926","","","","46.24797","48.70265","51.60952","50.44259","48.80432","46.37351","46.61612","50.14618","53.98825","61.74976",
"Kenya","KEN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.87702","0.90711","0.83428","0.93203","1.01524","","0.76729","0.718","0.74942","0.85651","0.91158","0.90471","","1.1529","1.2068","1.25812","","1.43765","","1.48224","","","","","","","","","","","2.69952","2.76787","2.78127","","2.88459","2.93321","","","","3.9934","","","","","","9.22956","11.42673","11.46471","","",
"Kyrgyz Republic","KGZ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","27.43626","","27.77244","27.24209","26.78469","25.69686","24.96566","23.19108","22.07524","21.13801","22.74058","25.09053","29.102","29.77473","35.40403","40.73121","43.6469","40.97587","40.78459","42.58229","43.5889","42.9412","46.72306","44.34661","42.1598","41.3146","43.95517","47.48235","45.87522","46.66787","45.11104","42.81687","41.26702","",
"Cambodia","KHM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.41124","1.50099","1.36415","","","","","","","0.10253","0.09022","0.08932","0.11217","0.19527","0.27306","0.29659","","","0.62945","0.65858","0.77557","0.98341","1.19342","1.3497","1.31497","1.58191","1.26486","","","2.48136","2.37991","2.48943","2.91816","2.81714","3.38856","5.67855","7.31446","9.12243","11.76895","13.96499","14.89007","","","","13.13563","","13.13428","13.68776","",
"Kiribati","KIR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
