"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"St. Kitts and Nevis","KNA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","1.29125","0.79177","","","","1.42009","1.29075","4.7491","6.0689","4.57224","","","","5.89468","10.19933","","","","","","","","","","","","","","","20.02331","","","","","","85.04114","86.68149","","","","",
"Korea, Rep.","KOR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","6.77977","6.97746","7.15065","7.35911","7.5631","8.30366","8.56018","9.20726","10.35239","12.43601","14.86618","19.0698","23.6787","27.73247","30.94176","33.42633","34.60769","35.15267","35.47945","36.53218","37.59777","39.18864","42.95519","44.5598","48.32634","53.73017","69.23929","66.52222","72.34547","76.6555","79.56944","82.14563","84.3598","87.48885","91.69358","97.05218","101.92818","104.09288","104.2781","102.79102","100.74714","97.42759","95.60864","94.85205","94.33984","94.03362","94.34969","","",
"Kuwait","KWT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","3.86525","5.09206","5.91367","6.83993","6.97803","9.14095","10.29355","11.90538","10.45336","10.63966","11.32304","12.24059","13.30357","13.77174","15.33007","16.23705","15.3953","14.99877","14.53881","12.00569","","11.87241","13.29801","16.79837","21.16748","25.18446","24.90232","","23.95033","","21.25661","20.50898","19.61357","19.20824","","","","","","","","","","51.0297","55.14833","57.28532","55.3605","54.36414","",
"Latin America & Caribbean (excluding high income)","LAC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.96371","6.66844","7.48746","8.41783","9.67623","11.03873","11.48674","11.73765","12.15832","12.7796","13.27844","13.72792","13.90344","14.16298","16.55927","17.18411","15.7276","15.9466","16.36727","16.40122","16.33427","16.66246","16.5167","16.35194","16.53832","18.48562","17.49839","19.60829","19.82586","21.85488","22.30992","23.78017","25.62141","27.27121","28.66721","30.23173","32.79737","35.13566","38.43078","39.50318","40.25449","42.76535","43.69429","44.83102","46.49322","47.68217","49.58282","50.72472","50.63109","",
"Lao PDR","LAO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.17442","0.18089","0.14873","0.32359","0.29801","","","","","0.37827","0.44853","0.89665","1.17973","1.39463","1.45735","1.46641","","1.35993","","1.12987","","","1.33597","1.3298","1.66569","2.41662","2.58381","2.05009","2.354","2.69359","3.1049","4.16538","4.94856","5.75717","7.80413","8.97857","11.49605","13.30738","16.39209","16.64825","17.80541","17.66788","19.02277","18.37313","18.16504","17.26187","15.74091","14.96676","",
"Lebanon","LBN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","21.15088","20.14297","","","21.44129","","","","29.80083","32.50362","30.2059","26.81612","27.69104","","26.25543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.99783","1.03238","1.14146","1.33988","","1.73909","","","1.77863","2.42583","","","","","","","","2.69937","","","","","","","","","","","","8.42363","19.65513","","","","","","","","","","9.53119","","11.92253","","","","","","","",
"Libya","LBY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","3.055","3.48847","4.32682","4.8159","5.77403","6.22254","6.10041","6.59115","6.37216","6.15112","7.47044","8.2473","8.9601","","9.43114","","","","","11.30904","","15.02607","","","","","","","52.14162","48.40505","53.67326","58.62766","60.49736","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","2.716","2.62649","2.32951","2.0105","2.31895","2.75278","3.03927","2.95241","2.52887","","2.61117","2.74582","","","","","6.13627","","","20.46112","","","","","","","","13.89818","13.11642","9.5596","8.6465","15.88192","17.54078","12.39399","16.18901","10.01905","13.55596","16.43724","16.32605","18.93826","19.87521","14.06653","",
"Latin America & Caribbean","LCN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.92922","7.03399","7.90524","8.84958","10.03806","11.35337","11.76032","12.00688","12.43599","13.00816","13.52846","13.97223","14.19782","14.72639","17.02344","17.64034","16.32264","16.53599","16.94748","16.99773","16.95413","17.29511","17.22388","17.13402","17.32335","19.19495","18.30608","20.36128","20.64378","22.6724","23.09402","24.56749","26.3931","28.07732","29.42533","31.0608","33.49742","35.90938","39.17241","40.33611","41.2662","43.79997","44.80849","46.02008","47.67726","48.8787","50.74032","51.85065","51.76061","",
"Least developed countries: UN classification","LDC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.68168","1.7076","1.75875","1.78484","1.8545","1.82168","1.77464","1.92272","1.93868","2.2149","2.28925","2.31706","2.47103","2.67123","2.80454","2.85886","2.88893","2.91366","2.72981","2.73563","2.82706","2.87706","2.86185","2.98317","2.96121","2.9899","3.0829","3.15372","3.28685","3.51725","3.78845","4.27192","4.36427","4.5283","4.59758","4.96052","5.41678","5.85338","6.49312","7.41114","8.23684","8.783","9.02138","9.23019","9.27719","9.59373","9.88368","9.98251","10.46668","",
"Low income","LIC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.98053","2.87718","2.98553","3.16097","3.37209","3.74418","4.00429","4.2385","4.41872","4.43335","4.34798","4.3502","4.37543","4.41058","4.58658","4.76221","4.99175","5.03325","5.16423","5.15998","5.11801","5.10078","4.91757","4.75922","4.46336","4.23095","4.06626","3.94156","3.97572","4.03228","4.24912","4.39112","4.5777","4.82794","5.10796","5.48483","5.83769","6.29605","6.73471","7.29882","8.00316","8.20153","8.65686","8.73022","9.05803","8.98101","8.7511","8.80425","8.88348","",
"Liechtenstein","LIE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.70588","24.60685","24.58022","29.81716","31.62594","36.73095","34.44495","36.01831","43.6751","42.49668","","37.48871","33.54204","35.02262","35.62193","","",
"Sri Lanka","LKA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.0128","1.13637","","1.08797","1.08841","1.11109","","1.1256","1.1499","2.71089","","2.83077","3.65832","4.03676","4.12473","3.66969","3.75457","","","","","","","","4.75946","","","","","","","","","","","","","","","","16.33612","15.21977","17.12876","18.89607","19.24564","19.75837","18.83811","18.96117","19.63024","",
"Lower middle income","LMC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.94304","5.95618","5.99673","6.01591","6.04061","5.97743","6.00136","6.01142","6.22467","6.37205","6.51293","6.79901","6.75406","7.1447","7.5407","7.55616","7.516","7.75072","7.33978","7.52129","7.59962","7.60434","7.59034","7.62151","7.75434","7.95092","8.51481","9.05531","9.71486","10.55808","11.13211","11.41209","11.87195","12.21308","12.65556","12.93095","13.50475","14.53862","15.86175","16.76589","17.95772","20.52331","21.66445","21.75428","22.78917","23.65729","23.91669","24.3922","24.80924","",
"Low & middle income","LMY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.95242","5.94577","6.01421","6.13767","6.37394","6.65875","6.84632","6.97026","7.17071","7.42672","7.56996","7.82471","7.94821","8.13686","8.53649","8.6723","8.59975","8.67206","8.44627","8.48","8.51865","8.5627","8.53414","8.58111","8.92054","9.45433","9.94403","10.71511","11.36072","12.31907","13.1874","14.2331","15.43934","16.5911","17.48894","18.25911","19.17881","20.17946","21.31784","22.36306","23.62349","25.4225","26.80183","27.70892","30.29054","31.42157","32.03054","32.55267","32.99005","",
"Lesotho","LSO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.43352","0.36865","0.33665","0.45179","0.53122","0.48583","0.6298","0.82017","0.89987","1.0232","0.93668","1.01105","1.05544","1.06355","0.99862","1.25638","1.28786","1.50511","1.59834","1.54251","1.26594","1.26736","2.15749","2.26321","2.39606","2.33132","2.37108","","","1.87596","2.01275","2.18349","2.15985","2.60873","","3.35577","3.59829","","","","","","11.45209","11.03836","10.96458","10.18687","","10.76225","10.19626","",
"Late-demographic dividend","LTE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.57471","6.38556","6.41324","6.5282","6.88055","7.31344","7.60412","7.83797","8.02878","8.36012","8.47359","8.64426","8.85887","8.86047","9.19087","9.26888","8.98117","8.88521","8.70283","8.58809","8.5857","8.55823","8.52595","8.64711","9.26346","10.35772","10.87787","12.2806","13.08523","14.53498","16.07512","18.5229","21.16577","23.63285","25.25857","26.68365","27.60297","28.14548","28.72647","30.07132","31.56392","33.26839","35.54399","38.35378","45.07816","47.47581","48.71045","49.5094","50.55029","",
"Lithuania","LTU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","24.44092","","","","","31.5624","","","32.41132","33.24665","32.09876","28.67607","26.31132","25.84796","26.29737","28.48907","32.47757","38.67401","44.62775","50.89682","57.34761","63.07008","69.63042","74.90138","79.72981","82.45318","82.51583","85.74509","89.25217","86.57257","84.05559","79.75163","73.5332","70.40061","69.74054","71.11852","72.41746","","",
"Luxembourg","LUX","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.58668","1.53575","1.95494","1.78044","1.96803","1.77743","1.61185","1.07454","1.41834","1.4381","2.581","2.39909","3.21555","3.34685","2.87488","2.60261","2.43894","","","","4.79002","5.22105","4.88459","7.03867","7.3809","8.09228","8.51562","8.99352","10.05715","9.81474","10.21577","11.85147","12.18662","","","10.3312","","10.60734","","18.26521","","19.4322","","","19.77631","19.56393","19.15177","","",
"Latvia","LVA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","23.51272","23.5701","23.3908","23.24266","23.24566","22.9713","23.2367","24.00595","24.66237","25.51988","25.6294","25.82793","24.25945","22.40837","22.76615","26.86086","33.2554","42.75383","50.73215","56.2438","63.49176","67.8093","71.03424","74.60856","75.4192","74.59651","73.0433","72.36354","73.05489","69.05104","67.95347","66.64355","69.0766","70.89794","74.29988","80.60481","88.05743","","",
"Macao SAR, China","MAC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.11846","29.41286","32.918","27.64848","27.18646","26.47659","23.97102","","","29.84688","","28.93501","27.61514","48.75296","64.41315","74.45446","63.36014","54.41829","49.94532","48.06863","48.85586","53.9834","55.05005","58.38834","51.67093","58.3015","65.05145","71.39112","78.34248","84.7085","90.6571","",
"St. Martin (French part)","MAF","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.47065","1.42105","1.70818","1.79186","2.23108","2.78628","2.61853","3.72766","3.29547","","5.50765","5.94442","5.21389","5.91266","","7.7141","8.11193","8.87227","9.54889","10.3583","10.34514","10.19004","10.70746","10.98089","11.57484","","11.86007","9.23924","9.6378","10.17603","10.42611","10.46115","10.87428","11.05186","11.78689","12.41674","11.97267","13.14554","13.67796","14.56764","16.37497","19.45048","22.64128","25.33263","28.40355","31.98658","33.78468","35.93593","",
"Monaco","MCO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","29.29737","","","","","33.21018","","34.62461","34.87305","35.39835","34.47278","","","","30.20915","25.90589","27.19355","","32.69492","32.52967","31.7273","32.20523","33.29884","34.35557","36.09843","39.40245","41.20459","39.9985","38.29286","38.14536","39.44804","40.10864","41.27717","41.48967","41.21348","41.12171","41.08352","39.82124","",
"Madagascar","MDG","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.10177","1.2067","1.36758","","1.42157","1.22177","1.59969","1.87931","2.10095","2.87336","2.75741","3.55644","3.75529","3.82071","4.09497","4.02788","3.58472","3.59451","3.54897","3.44661","3.22216","","3.60484","2.93797","2.37151","2.20087","1.97616","2.20761","2.1455","2.17111","2.02616","2.05691","2.22974","2.57918","2.67593","2.87452","3.27617","3.27638","3.49481","3.66996","4.07118","4.14152","4.29373","4.81854","4.80619","4.8255","5.28453","5.35049","",
"Maldives","MDV","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19625","","","","9.77556","11.18296","","","","","","13.08365","","","31.22359","","",
"Middle East & North Africa","MEA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.75413","5.76198","6.06608","6.55036","6.95417","7.53985","8.29183","8.94222","9.40186","9.64704","10.11989","10.77198","11.28667","11.55942","11.92695","12.01422","12.38654","12.51541","12.59183","12.38123","12.53261","12.43605","13.19466","14.19018","14.91674","15.83288","17.0075","17.94593","18.69615","19.98516","20.26753","20.95715","21.42135","21.71735","23.07084","24.2639","25.21299","26.87825","28.86448","29.47515","31.40032","32.0793","34.45459","36.0526","38.56714","39.99951","40.76948","41.41825","41.8903","",
"Mexico","MEX","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","5.31552","5.75442","","7.67356","9.02589","9.85261","9.71021","10.88196","12.04157","13.43195","14.22882","14.79338","14.97505","15.35783","","15.77468","15.53304","16.23463","15.79843","15.42488","14.95119","","14.35236","14.84622","15.44539","16.57881","17.18595","18.23563","19.28018","20.49101","21.26292","22.10585","22.88397","23.66081","24.2164","24.79043","25.42106","26.11203","26.58673","27.56347","28.3415","29.47184","30.30004","31.09414","31.81904","38.43338","40.22896","","",
"Marshall Islands","MHL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.24101","","","","","","","","","","23.66127","","","","","","","",
"Middle income","MIC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.1669","6.16159","6.22382","6.34359","6.58502","6.86889","7.05589","7.17468","7.37825","7.65307","7.81229","8.08362","8.21284","8.41164","8.82696","8.96092","8.8671","8.94169","8.69046","8.72903","8.77657","8.82942","8.81816","8.88743","9.28495","9.89135","10.44887","11.31168","12.02637","13.0865","14.03077","15.18209","16.50578","17.76537","18.73938","19.55964","20.54187","21.60306","22.8299","23.95671","25.32395","27.37795","28.95741","30.0668","33.03852","34.40011","35.18275","35.81443","36.33751","",
"North Macedonia","MKD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","18.4708","","","","","18.82513","","","","","26.48382","26.08874","25.22812","24.04283","22.83744","21.86186","20.35052","19.43455","18.14844","16.64162","15.26623","16.02219","16.1621","17.1993","18.60041","19.06625","19.69378","20.27443","21.90439","22.68661","24.40882","26.82514","27.15633","27.63527","29.21604","28.6688","34.63608","39.21926","39.29605","37.4802","","39.00164","37.77656","38.32701","41.14333","","42.45998","","",
"Mali","MLI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.14152","","","0.32578","0.41861","0.49123","0.59447","0.69722","0.78599","0.85585","","0.70841","0.89823","1.08437","1.10094","0.9848","0.80005","","0.64386","0.6607","0.63931","0.81023","0.93325","","0.94826","1.06158","1.46824","1.44249","1.8867","1.93683","2.07753","2.09168","","","","","","5.38733","5.942","6.12981","5.48526","7.06071","6.42723","5.96996","5.50317","4.10958","4.5169","","",
"Malta","MLT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.85288","7.32294","8.61977","8.43532","7.25663","8.57204","8.74152","9.14933","8.5576","5.91426","3.17577","3.4226","3.27214","3.52555","4.77057","5.21945","5.72805","5.81554","5.95277","6.99115","10.39795","12.69099","14.31751","18.07117","19.60688","21.48806","22.65263","22.43676","24.76091","23.7319","21.58163","25.35269","24.7494","30.51888","26.88837","32.34327","30.63242","33.60277","32.41837","35.51165","37.38576","39.9993","42.4792","43.89137","44.33584","47.12258","48.60341","54.25992","","",
"Myanmar","MMR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.70127","1.74667","1.7602","1.7122","1.73297","1.77398","2.59313","","3.60623","","4.61131","4.55272","","4.69492","4.79914","4.44386","6.23175","5.28021","5.17783","5.04537","","4.36611","5.36905","5.11941","5.26893","","","6.84884","","","10.93479","","","","","","10.61394","","","","14.18304","13.53416","","","","","","18.81594","",
"Middle East & North Africa (excluding high income)","MNA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.6683","5.67241","5.96259","6.42855","6.84459","7.45484","8.19755","8.85772","9.31414","9.52603","10.02131","10.69126","11.18836","11.43926","11.8295","11.84805","12.20848","12.40063","12.53467","12.33523","12.45442","12.24108","12.98057","13.87631","14.57799","15.39923","16.57857","17.58692","18.3606","19.53594","19.74927","20.37825","20.83351","20.94918","22.34194","23.54801","24.52551","26.33036","28.58793","29.14907","30.85981","31.17103","33.29751","34.61669","36.85867","38.1366","38.43822","39.02328","39.68762","",
"Montenegro","MNE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.98395","16.7503","17.27154","19.81644","22.12244","25.90392","33.29285","41.03633","49.21645","52.22527","","","","","","56.84529","58.18562","56.08097","",
"Mongolia","MNG","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","22.5717","21.03541","19.72732","18.85531","19.11034","20.61974","22.19093","24.47449","25.3521","26.13252","26.12706","26.11727","25.4706","25.10586","24.81533","23.75918","23.48455","22.67348","22.21592","20.15602","18.19735","15.86302","14.14763","12.26058","12.83962","14.35776","16.1741","18.39829","21.17851","26.9103","30.17549","34.20279","35.79926","37.98385","40.7897","44.65876","47.53359","46.93032","48.44251","51.40656","53.73474","55.56042","58.52319","61.93442","63.86674","68.04701","64.01918","64.16362","65.59544","",
"Northern Mariana Islands","MNP","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.24237","","0.30767","","","","0.09284","0.07719","0.07212","0.0748","0.09014","0.10813","","","0.12432","","0.20834","","","","","0.38372","0.41794","0.46815","0.49064","0.51512","","","0.65056","0.65995","0.64369","0.72129","0.97039","1.16376","1.44193","2.15701","3.0949","3.58625","3.88707","4.662","4.94388","5.22722","5.59641","6.21615","6.65915","7.24369","7.12271","7.31255","",
"Mauritania","MRT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","0.37485","","","","","","","1.66957","2.59505","3.00534","2.94406","3.07973","2.99688","2.67486","2.85868","3.57073","3.55513","3.50071","3.71418","3.92908","3.83226","4.11756","","3.42993","3.00963","3.19169","3.21529","2.93819","3.30442","3.72652","3.79829","3.85328","4.36241","4.73604","5.13162","5.41294","","5.61214","5.35248","4.99912","","",
"Mauritius","MUS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.56517","1.70682","1.57683","1.60938","1.53766","1.25421","1.58693","1.65748","1.45148","1.22471","1.02844","0.89089","0.89884","0.669","0.74283","1.06529","0.9936","1.40669","1.85558","1.90035","3.04114","3.53858","","5.33847","4.98082","5.62136","6.57222","6.67701","","9.97007","11.03138","17.10525","15.84567","16.55584","17.82486","21.35362","23.59894","24.63669","27.31846","32.16448","33.69148","35.39315","38.90374","40.04368","39.12631","37.41528","38.84853","40.59604","","",
"Malawi","MWI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","0.44601","0.46003","0.46845","0.41209","0.42089","0.39198","0.42277","0.47304","0.46851","0.47123","0.46386","0.46857","0.47442","0.46689","0.47252","0.45248","0.46693","0.54756","0.55906","0.56042","0.56488","0.59278","0.58877","0.60297","","","0.32069","0.35198","0.39575","0.42576","0.43566","0.51211","0.49434","0.51147","0.50176","","","0.71592","0.82388","","","","","","","","",
"Malaysia","MYS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","3.8231","3.99104","","4.33362","4.31898","4.81376","5.72239","6.73037","7.35172","7.3808","6.60439","7.1771","7.88395","8.91354","9.2152","10.14395","10.97444","","","21.64358","22.61525","25.61568","24.99672","27.44325","30.60673","30.03449","27.91879","28.40821","30.00508","33.43948","35.49468","37.02888","36.14812","37.61231","39.07458","39.50857","45.59271","46.7621","43.71518","45.12539","",
"North America","NAC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","47.37646","47.37716","48.16534","48.60333","48.94052","50.77862","54.08798","52.6684","53.3117","52.84946","53.95587","56.08929","57.46361","58.21268","59.18153","59.28125","60.55351","63.34557","66.18149","69.06872","73.10258","75.29728","79.65877","80.22812","80.12843","80.27344","79.80994","75.20252","70.60235","71.49724","66.967","67.26365","76.1831","78.29586","79.26386","78.85942","81.14137","81.78049","82.97154","85.2738","89.66509","91.02046","90.40548","86.4798","86.37099","86.49361","86.59705","86.25937","86.25968","",
"Namibia","NAM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.86352","","","6.0218","6.85467","","5.16945","6.37299","","","7.1889","5.86409","6.16124","","6.78222","6.44554","","9.20071","","","","","","19.70396","20.59755","22.05948","22.88816","","",
"New Caledonia","NCL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0","0","0.05414","0.0692","0.08668","0.12891","0.17541","0.17593","0.21032","0.21466","0.32976","0.41395","0.45421","0.50132","0.55831","","0.57764","","0.60612","0.71448","","0.69988","","","","","","","","","","","0.91067","0.87438","1.04774","1.06023","0.99287","1.12545","1.34373","1.37264","1.40481","1.59319","","","3.29967","3.50642","3.7329","4.41435","",
"Nigeria","NGA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","0.74089","0.81938","1.04236","1.16917","1.61157","1.84184","2.32681","2.68103","2.87149","3.01674","3.41472","3.57325","3.50603","3.88089","4.15062","","","","","","","","","","6.12489","","","","9.71426","9.93078","10.49106","","","","","9.572","10.17443","","","","","","","","",
"Nicaragua","NIC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","4.4751","4.09108","5.04282","4.31766","4.70056","6.29225","7.03671","6.90901","","8.42885","10.72514","","9.70209","10.36418","9.09461","8.16796","7.41934","7.30321","","","7.68654","7.59753","8.31708","","","10.70315","","10.80005","","","","","17.42374","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","19.66793","21.50315","","","23.49459","25.40934","26.53084","27.41101","27.69886","29.08554","29.40937","29.92519","30.19756","30.40038","30.7391","31.86729","31.49633","32.75303","33.30199","35.63979","39.95633","42.30894","44.75622","48.56886","47.4652","48.11751","47.41347","47.94746","49.80249","52.28482","54.19206","55.19102","55.74325","56.97796","58.68984","59.65945","59.94198","60.33618","61.16703","63.71602","75.87855","76.60667","","","80.56992","80.36484","84.98045","","",
"Norway","NOR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","15.7871","17.03086","18.69786","20.92946","21.36065","22.11006","24.20633","23.88617","24.57372","25.31621","25.47362","26.48684","28.36904","29.16456","29.80122","29.62126","32.04463","32.28548","34.24551","38.36011","42.31847","45.98641","50.171","54.1237","54.14796","58.0536","61.50027","62.80467","66.36249","69.27863","70.22314","73.32669","79.06718","79.22767","78.52335","77.67086","75.48997","72.59347","73.17962","73.49386","73.66792","73.57134","76.50003","77.5435","77.95894","80.54654","81.99235","","",
"Nepal","NPL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","3.47744","3.46796","3.14952","3.54592","3.38991","4.76156","4.95113","5.53166","5.78907","5.17165","5.89813","5.36399","5.12466","4.74376","4.32793","4.76175","","","","4.18816","4.49652","5.18374","5.23616","6.14098","7.73622","8.21843","10.13185","11.14513","11.15701","14.3399","14.45016","","17.11177","15.99375","14.96646","11.62351","11.59123","12.41086","",
"Nauru","NRU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","16.301","16.91296","24.68466","25.03605","25.21107","24.4003","24.95192","25.05049","26.60358","26.29077","26.67449","27.48802","27.81466","28.43275","32.16438","32.2518","34.93009","36.49743","40.08544","42.80607","39.33843","44.52254","50.48355","56.47028","59.3562","58.25991","59.26177","","","","","","","","","","","","","","","","","77.26279","77.9813","80.56338","81.77039","82.03322","","",
"OECD members","OED","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","22.11748","23.59036","24.58877","25.50423","26.30466","27.71854","29.54773","29.58821","30.3173","30.25619","30.79585","31.49667","32.12594","32.63614","33.22917","33.55532","34.04016","34.84647","35.88228","36.95615","38.42086","39.61135","41.40748","41.63314","45.77814","47.03982","45.92495","47.12338","49.22628","50.96882","51.13852","52.56815","56.28972","58.2701","59.58519","60.61058","62.30341","63.16357","64.01574","65.81323","68.79501","70.38172","71.2476","70.84472","71.71068","72.63333","74.63874","75.6414","74.22558","",
"Oman","OMN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","0.02387","0.02382","0.01413","0.01569","0.01813","0.0134","0.0266","0.08054","0.31598","0.82624","1.70319","2.53516","3.26414","4.12444","4.47327","5.07578","5.16761","5.41529","6.34874","6.06734","6.63626","7.74231","","","","","14.79722","16.33283","18.4912","20.57592","20.61129","19.88721","22.955","23.34455","27.00323","","29.93654","34.55519","39.23264","44.05449","38.12801","38.03621","",
"Other small states","OSS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.33315","5.1807","5.20299","5.17523","5.19061","5.28157","5.33461","5.41378","5.3645","5.30158","5.28667","5.33671","5.42628","5.53354","5.66495","5.70249","5.70537","5.65292","5.81213","5.9396","6.25429","6.32011","6.60247","6.96388","7.2418","7.50808","8.48765","8.66314","9.03667","9.25521","9.6248","10.39276","10.51596","11.37319","11.94301","12.32205","12.63201","13.37013","14.61117","16.45335","16.93081","17.72501","18.40875","18.8833","19.10871","19.52913","19.6045","19.85009","19.93758","",
"Pakistan","PAK","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","2.32835","2.08378","2.09494","2.09754","2.05955","2.17881","2.15533","2.28148","2.25228","2.19865","","","","","","2.99351","2.95965","3.35135","","3.08107","","2.13738","","","","","","","","","","","2.70068","3.39002","4.92342","4.98642","5.61532","5.55547","6.79886","","8.29514","9.39551","9.73073","9.65985","9.2259","9.03274","9.34892","8.95842","",
