"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Spain","ESP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13510","14290","14660","14840","15240","16120","16710","17690","18850","19770","21440","22640","24100","24810","25880","27230","30120","31640","32340","31510","31240","31310","31470","32220","33400","34900","37370","39570","40570","42300",
"Estonia","EST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9070","9810","11050","12360","13710","15870","18250","20450","21640","19990","20650","23530","25110","26980","28310","28750","30530","33020","35680","38010",
"Ethiopia","ETH","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410","380","340","380","390","410","460","460","440","460","480","520","520","500","570","640","710","790","870","930","1020","1130","1210","1280","1510","1650","1870","2010","2140","2300",
"European Union","EUU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14676.8328043544","15368.2845680016","15840.2686326447","16097.8446066147","16822.9145925836","17648.0413495944","18258.1485076497","19001.2113903436","19867.1571765119","20681.0854366088","22014.4490327422","23061.4037627803","24005.4807876129","24521.5231410017","25730.3296437095","26738.3683024023","29065.2958030612","30850.8683041648","32254.8790490945","31792.5857440641","32844.8817816679","34462.9022050806","34997.3492678925","36187.2595930074","37121.7664588729","38124.4686141198","40510.3527622598","42797.1599105523","44426.2150638875","46472.5008800324",
"Fragile and conflict affected situations","FCS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1932.74637516297","2042.1928881931","2156.02027714025","2198.95644010164","2206.49715398086","2261.99483057651","2345.58317915932","2480.92899220288","2619.53634268548","2678.41551434101","2726.21259606415","2848.65797756151","2834.26743438408","2719.76597709233","3126.39908564365","3336.87484735916","3696.99597483913","3953.5771911008","4188.9477712551","4255.83108998892","4411.20596745379","4338.04947625177","4698.30381924233","4834.96791508538","4930.09095740934","4710.44161987141","4615.38525360803","4760.15845511565","4835.62410815947","4958.89591351567",
"Finland","FIN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17820","17060","16550","16630","17710","18980","19600","21460","23120","24520","26630","27800","28690","28850","31390","32190","34730","37910","40150","38480","39490","41070","41060","41660","42180","42930","45160","47490","49550","51210",
"Fiji","FJI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4050","4070","4340","4470","4670","4960","5270","5160","5150","5650","5950","6010","6400","6520","7040","7380","7280","7460","7590","7620","7670","8010","8510","9350","10820","11870","12100","12610","13170","13260",
"France","FRA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17680","18350","19000","19260","20030","20810","21500","22510","23660","24790","26510","28000","28820","28520","29440","31020","33080","34760","35860","35510","36760","38440","38500","40410","41010","41740","43830","45850","47500","50390",
"Faroe Islands","FRO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2360","2360","2420","2360","2180","2250","2380","2550","2660","2710","2800","2830","3010","3120","3190","3160","3340","3380","3530","3550","3540","3470","3980","3940","3970","3640","",
"Gabon","GAB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11190","11960","11200","11430","12120","12450","12810","13430","14000","12530","11850","12350","12710","12640","12120","13280","12470","12960","12500","12570","12890","13490","13820","13650","14570","13480","13180","14060","14100","14420",
"United Kingdom","GBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17140","17520","18140","18980","20430","19910","21160","22660","23740","24330","26510","27960","29440","30650","32300","33110","34800","35430","36320","34770","36390","37310","37910","39160","40420","41550","43100","45430","46240","48040",
"Georgia","GEO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2580","1830","1700","1800","2160","2660","2890","3080","3140","3400","3660","4170","4610","5220","5980","6830","7100","6960","7430","8120","9720","10420","11420","11820","12260","12920","14030","15020",
"Ghana","GHA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220","1290","1340","1390","1430","1480","1530","1580","1640","1690","1740","1810","1880","1960","2080","2220","2380","2490","2700","2780","2920","3270","3590","5150","5280","5050","4800","4860","5210","5510",
"Gibraltar","GIB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850","880","910","960","1000","1040","1080","1120","1140","1180","1200","1240","1320","1280","1320","1350","1460","1560","1620","1560","1640","1710","1770","1720","1750","1790","2050","2410","2410","2520",
"Gambia, The","GMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1530","1570","1610","1590","1600","1620","1650","1670","1740","1810","1900","1790","1920","2100","2050","2030","2090","2210","2300","2390","2170","2150","2080","1980","2020","2030","2030","2160","2260",
"Guinea-Bissau","GNB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","990","1040","1050","1070","1110","1150","1280","1370","970","980","1040","1050","1060","1060","1090","1150","1190","1240","1260","1280","1330","1450","1360","1340","1430","1640","1790","1930","1990","2220",
"Equatorial Guinea","GNQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690","700","940","1020","1020","1100","1750","4550","5020","6470","5890","6420","8230","7840","9850","14200","23340","26790","28460","24770","19350","22180","24910","23770","22910","18130","15850","16600","15740","14600",
"Greece","GRC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13580","14360","14720","14690","15240","15810","16370","17310","18120","18260","19660","21120","22610","23800","25140","25620","27990","28540","29940","29710","27590","25430","25450","26070","27020","26940","27820","29150","30190","31350",
"Grenada","GRD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4530","4840","4900","4810","4940","5040","5310","5630","6280","6760","7150","7010","7270","8110","8030","10070","9930","10650","10960","9950","10300","10660","10690","11470","11860","12530","13650","14710","15560","16250",
"Greenland","GRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3280","3480","3630","3770","3910","4090","4160","4320","4500","4630","4780","4920","5020","5130","5310","5530","5860","6260","6480","6420","6550","6810","7160","7270","7560","8000","8040","8140","8470","8850",
"Guam","GUM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770","1760","2080","2450","2800","3020","3470","3700","3750","3880","4030","4190","4300","4400","4640","4730","5360","5840","5990","6250","6480","6940","7380","7830","8240","8430","8710","8780","9290","9900",
"High income","HIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17956.8059372289","18737.2427270642","19473.8326785676","20050.8983725498","21020.7570897085","21913.5020653627","22908.9087898576","24007.0121034427","24892.4252269029","25884.3472894916","27589.2181370316","28515.814658155","29372.4420506841","30352.7037391107","32116.9735506331","33749.4562952433","36089.9375000265","37704.4726356174","38513.4017028732","37592.034028534","39183.7046771654","40936.3071737537","42235.1371299877","43561.5063546697","44830.4041383609","45545.9773342335","46694.8009303178","48708.8101175537","50452.1928908034","52321.8038399461",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17760","19150","20600","22930","24190","24950","24910","26620","25630","26420","28480","29490","29820","31960","35250","38260","42680","46640","49530","47250","50230","53710","52990","54710","55910","57450","58660","62450","65490","65600",
"Honduras","HND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1940","1870","1960","2120","2110","2220","2240","2340","2400","2370","2510","2560","2620","2700","2850","3060","3280","3550","3670","3510","3570","3710","3760","3840","4090","4490","4790","5220","5350","5510",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","924.569519324794","934.240983743548","934.979584713026","954.402382759892","957.221593170379","993.044629975912","1047.87378041484","1087.94589475983","1113.19671937665","1132.10508565659","1154.85472995022","1191.42138352776","1219.25860119728","1258.20411412365","1327.70421560034","1413.29090681056","1498.317745002","1602.72583761402","1684.86915149875","1728.38036546113","1791.27491213222","1875.57086141657","1915.76896805394","2038.14179831748","2180.64708426796","2295.62708200234","2339.59877852728","2411.34010371104","2495.7462121563","2590.79116497727",
"Croatia","HRV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7940","8640","9440","9710","9630","10410","11370","12430","13100","14280","14940","16980","18910","20100","19270","19100","20060","20420","21330","21600","22870","23980","26200","27630","29520",
"Haiti","HTI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1370","1420","1350","1280","1140","1260","1310","1340","1360","1390","1410","1400","1390","1400","1360","1400","1470","1530","1550","1590","1530","1630","1600","1690","1730","1710","1770","1770","1820","1790",
"Hungary","HUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8200","8600","8780","8910","9220","9750","10170","11170","12450","13700","14640","15240","16000","17240","17660","19330","19790","20610","21790","22180","23800","24500","25460","26990","28340","30310","32750",
"IBRD only","IBD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2844.3917983055","2966.57503212739","3054.66518602306","3186.87381052096","3309.92753954897","3482.01784747577","3681.66464673304","3882.75938345409","3904.91433782806","4052.03500417511","4343.51605586529","4564.57406457532","4797.7726799695","5119.55769309909","5606.90558845441","6121.94250110537","6864.56070931673","7618.17348506148","8238.29962613411","8464.68722736293","9119.24971596736","9809.32379957256","10430.2727065325","10898.1081920984","11263.8525550741","11351.80503211","11732.4097955955","12370.0467698129","13152.6276324568","13795.5018836365",
"IDA & IBRD total","IBT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2535.80516874632","2637.4418783893","2711.02025530471","2815.12743673368","2913.27045071159","3055.90186573376","3222.40391095463","3385.25923102448","3403.76866496019","3523.52103473951","3756.55011296362","3940.63802358948","4133.74322242461","4397.19325360275","4797.89384117438","5221.2719311716","5826.96512034349","6433.36411134635","6926.23923091354","7106.3821156382","7621.49024700449","8161.03111410979","8642.00160278109","9017.97887020274","9320.49023718481","9395.94723807854","9676.47818284749","10160.0945787102","10762.8389110542","11252.5412692297",
"IDA total","IDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1279.30822358251","1310.1617802666","1341.938309914","1348.20514054318","1364.43562636297","1411.04292409043","1470.11661361379","1507.2733240098","1536.81573854471","1577.56829306031","1617.2850729605","1696.51983406434","1776.90422869687","1865.24652897047","1996.75949330911","2141.8848309227","2321.49247238294","2478.09851164059","2600.18437343213","2689.72670439606","2811.72494871954","2924.98995018899","3029.095991964","3191.96225251576","3380.76801656346","3502.65440777136","3559.85168064366","3668.3466929295","3837.67697011385","3988.72055559783",
"IDA blend","IDB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1914.58355157219","1965.48895039561","2034.58996569614","2004.84740673564","2029.59971265032","2082.19911249008","2158.31568951925","2184.50507838191","2205.79283072789","2256.19364822961","2278.81043061553","2397.87291435288","2543.78410956074","2684.38880642827","2889.01702996555","3083.8229342798","3361.58872511355","3545.27266727753","3680.64862441628","3798.41544136574","3961.66829499109","4134.02585935999","4223.33589605042","4382.07100611115","4633.07240115167","4728.40147614359","4726.4527566439","4807.21394452394","4984.61450184608","5111.53008581683",
"Indonesia","IDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2930","3190","3410","3700","4050","4390","4760","4980","4200","4140","4430","4770","5040","5260","5550","5950","6420","6930","7440","7740","8280","8840","9440","9770","9930","9910","10160","10590","11310","11930",
"IDA only","IDX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942.129569702694","962.124996044631","973.604216232549","1002.55134774573","1014.65242958265","1059.35522444161","1109.9768031225","1154.0617814163","1188.68962180443","1224.74233762532","1275.61314162542","1334.11729448216","1379.03761301399","1440.05503127252","1533.26949758592","1653.81852258794","1781.50649360732","1926.22013045283","2043.13720166497","2117.79423143714","2217.37034540752","2300.66582544192","2413.59673817006","2580.30378103465","2736.38443617705","2875.94685268744","2968.05993695619","3094.81593773541","3263.3412246658","3432.20598627864",
"Isle of Man","IMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1190","1210","1280","1350","1440","1560","1680","1740","1840","1990","2070","2190","2270","2450","2680","2930","3210","3510","3630","3890","4190","4450","4800","4990","5170","5400","5720","6120","6580","6960",
"Not classified","INX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12750","13420","13910","14610","15790","17290","18800","20440","22480","23540","26310","27800","29520","31240","33370","35020","38760","40430","38350","34820","36300","36370","37290","40410","43110","53080","58660","62040","66250","68050",
"Iran, Islamic Rep.","IRN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7240","8210","8470","8650","8470","8880","9150","9340","9620","9570","10300","10490","11310","12370","13050","13720","14710","16190","16380","16430","17390","18010","16060","15380","15280","13620","14060","14560","","",
"Iraq","IRQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2640","3490","4570","4700","4760","5210","6150","8130","9370","9530","9660","8780","5930","9150","8740","10120","10580","12200","12460","12860","13500","15240","15470","14190","10300","9810","10890","10830","11280",
"Iceland","ISL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21470","22050","21610","22140","23070","23520","24510","26450","28150","28980","28680","30820","32660","32400","34320","35470","36300","38750","34050","33620","32190","34550","36690","42100","43500","46480","50990","54380","55920","61170",
"Israel","ISR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14610","15470","16420","17040","18190","19370","20100","20670","21300","21610","23370","23890","24310","22960","24470","24620","25560","27420","26900","26830","28290","30130","30880","33450","34010","35130","37500","38570","40280","42140",
"Italy","ITA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18380","19240","19790","20110","20950","22080","22790","23760","24880","25550","26980","27960","28610","29020","29480","30180","32540","34130","35200","34610","35110","36510","36440","36250","36200","36650","40040","42010","43280","44580",
"Jamaica","JAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4300","4610","4860","5670","5650","5890","6090","6030","5910","5990","6110","6220","6300","6640","6880","7100","7550","7830","7960","7530","7600","7870","8080","8240","8360","8520","8800","9320","9510","9770",
"Jordan","JOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3950","3810","4460","4570","4690","4940","4960","5170","5340","5500","5930","6300","6580","6870","7510","8110","8720","9360","9620","9700","9310","9230","9000","9120","8950","9230","9210","9790","10040","10240",
"Japan","JPN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19710","21000","21640","21990","22590","23610","24800","25470","25380","25630","27220","27890","28560","29380","30920","32350","33960","35540","35710","34010","35890","36790","38190","40280","40590","41950","41320","42320","42840","44780",
"Kazakhstan","KAZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6850","6180","5880","6090","6380","6440","6640","7250","8540","9620","10540","11650","12580","13910","15240","15460","16030","16710","17790","19050","21900","22190","21760","21490","22160","22930","24050",
"Kenya","KEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1430","1450","1430","1400","1440","1500","1560","1560","1590","1600","1600","1650","1650","1680","1760","1890","2010","2140","2140","2160","2300","2440","2520","2740","2980","3320","3580","3970","4230","4420",
"Kyrgyz Republic","KGZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380","2080","1790","1440","1370","1470","1600","1610","1650","1750","1910","1930","2090","2230","2300","2460","2730","2910","2980","2890","2950","3530","3810","4100","4050","4440","4800","5090","5070",
"Cambodia","KHM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","810","840","860","950","1040","1120","1180","1290","1440","1640","1850","2080","2220","2200","2320","2490","2720","2920","3020","3180","3450","3680","3970","4180",
"Kiribati","KIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1530","2050","2110","2060","2100","2230","1950","2360","2650","2400","2570","2710","2600","2500","2400","2470","2470","2570","2560","2410","2510","2430","2780","3160","3610","4340","3940","4290","4270","4650",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9160","9150","9550","10320","10980","11810","12450","13320","13080","13520","15170","16110","16490","15780","16950","19220","20000","20580","22070","21160","21250","21940","20850","21770","22180","22240","23420","24090","25040","25920",
"Korea, Rep.","KOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8380","9480","10190","11040","12190","13500","14670","15660","14780","16620","18430","19560","21320","22000","23740","25010","26800","28990","29950","29600","31790","32750","33910","34460","35500","38030","39710","41170","42250","43430",
"Kuwait","KWT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70690","70580","72520","72150","64330","66160","63810","62670","72850","82310","91130","98230","101360","96660","85180","79390","82840","88710","84000","76440","53350","52090","59260","59720","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6038.48162075514","6396.93812105114","6612.49416463494","6783.67029828191","7094.71200048627","7238.06935083321","7476.63141471484","7866.40930367817","7966.95704214029","7936.57130472212","8358.1127119213","8457.53517931554","8461.19586437636","8663.65309657603","9255.55775682872","9847.47636388884","10757.7356236341","11562.8017098194","12189.2944633063","11982.6381827293","12669.3432590103","13487.0638529438","13744.2442778249","14230.0625754048","14536.6279550354","14333.0776774427","14534.6970245205","15147.4781517719","15503.147336737","15712.5113356603",
"Lao PDR","LAO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1030","1080","1130","1190","1280","1370","1460","1520","1560","1700","1760","1870","1990","2070","2270","2510","2670","2970","3170","3440","3580","3870","4550","5000","5610","5890","6550","6870","7410","7960",
"Lebanon","LBN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4680","5810","6700","7070","7530","7960","8700","8750","8980","8970","9120","9110","8750","7670","9300","9860","10350","11870","13010","14010","14760","14580","14750","14880","14870","14910","15240","15940","15890","15260",
"Liberia","LBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","880","830","850","580","610","660","740","820","880","910","930","1040","1060","1210","1240","1180","1260","1380","1330","1320",
"Libya","LBY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17880","20410","20960","23840","26360","28240","29030","28690","29880","11500","23710","19740","14510","12740","11430","13690","15640","16090",
"St. Lucia","LCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6130","6260","6900","6940","7150","7290","7590","7550","7990","8250","8330","8030","8230","8600","9290","9450","11120","11360","12000","11810","12080","13090","12770","13180","12920","12390","13410","14140","14680","15140",
"Latin America & Caribbean","LCN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6031.61130125264","6393.64855655335","6630.685723012","6818.91097037508","7135.41889954352","7303.36548050157","7561.63627970788","7964.53728885174","8083.43522948803","8064.79298721425","8491.58575271645","8602.36811559874","8617.6835042738","8824.83004889207","9435.98341826692","10038.7687796143","10992.5940583064","11818.3758957865","12433.584229064","12226.9096972642","12943.1593412529","13803.5846250959","14098.3109426051","14607.2249724159","14928.4616506061","14761.4834946599","14966.4259399189","15591.0557460677","15969.7277104968","16202.0588380883",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","843.502020522911","872.978779707827","849.269250578499","877.323503047079","888.780150033657","954.786117931249","1000.73818976953","1047.70005328545","1075.86346636344","1103.58031866699","1156.99582347831","1214.49147894579","1269.908801993","1328.16091672953","1417.18553872521","1535.4849375351","1662.7422848544","1814.27224181109","1929.36374189119","2011.26496858798","2108.09925028389","2183.52065884466","2289.91815079622","2401.6591529869","2549.2377990341","2627.74039479911","2706.02824079976","2821.6316089724","2954.2227730753","3095.28115464183",
"Low income","LIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","895.96099006424","905.061379214453","892.294671419232","913.145732427896","907.725924636264","943.295011037199","987.357407924084","1026.54216473453","1051.420199421","1063.82405314055","1098.87624404303","1146.50024732113","1174.63180070414","1213.64376684392","1280.08901970663","1372.9569126291","1462.72644508072","1589.32268201106","1666.0164545804","1720.9078789874","1801.92631242361","1817.39877848321","1841.38382086111","1919.66981682046","2076.88558901005","2176.22712885902","2222.62990206477","2289.86644124031","2358.33194929142","2455.7460725958",
"Liechtenstein","LIE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2290","2450","2600","2820","3000","3180","3340","3600","3780","3970","4270","4270","4480","4820","5170","5610","6170","6730","7140","7470","8110","8920","10130","10600","11000","11270","11900","12250","12810","13230",
"Lower middle income","LMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1715.40138917193","1741.38071362707","1773.70169926408","1791.11835543087","1833.83142205286","1922.78503316262","2024.78073926715","2097.28826988361","2184.85788517134","2298.65436206862","2392.76836040769","2522.59059080153","2634.22329648538","2812.10032172775","3043.90389678719","3281.18458050378","3571.4621298237","3866.77630296693","4037.98303268511","4190.92061607774","4455.14781681954","4695.13779630304","5016.09493048546","5242.55377860288","5415.87751497429","5596.64179739413","5821.92665913977","6098.28237876589","6478.14184638358","6792.88483488963",
"Low & middle income","LMY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2467.36351291204","2573.30878111936","2645.21823878895","2744.84317419744","2836.82097216909","2971.59970577209","3131.40732866156","3289.64841051394","3303.08887355837","3421.36641794529","3650.30828209734","3829.69431670535","4017.33858415061","4280.07225903861","4672.54592953205","5090.77370715303","5680.39230315029","6271.46466240323","6746.64679709486","6927.45720502657","7433.01976976605","7958.38520260675","8433.76233459315","8802.83089732507","9100.47520680799","9166.22494012896","9435.67418373078","9901.85587620709","10494.9575799298","10966.8854088208",
"Lesotho","LSO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1350","1370","1360","1420","1430","1510","1550","1520","1560","1600","1920","1970","2090","2100","2140","2210","2650","2820","2800","2870","2930","2880","3120","3320","3480","3460","3150","3200","3290",
