"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Late-demographic dividend","LTE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2794.53609621858","2907.6410809375","2976.27777381198","3163.96701425151","3338.13524349548","3565.70106799186","3771.62898700054","3991.88783135737","4077.12321891936","4277.59357264826","4674.72035885857","4984.36624286118","5341.36048338835","5801.60157959197","6419.98995525212","7092.81522278917","8096.65047539481","9145.37928066774","10076.5049070777","10419.4553354954","11307.682957451","12334.968696525","13218.7697499092","13926.9356290328","14486.4761401331","14487.5946315428","14926.172174508","15776.4680153591","16907.8222806629","17891.327025817",
"Lithuania","LTU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5910","6310","6930","7590","7640","8310","9320","10380","11770","12780","14330","16170","18380","20040","18500","19920","22150","23870","26090","27820","27780","29790","32560","34680","37010",
"Luxembourg","LUX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28730","32070","32790","33860","34120","37490","38780","41270","41720","46240","49060","50290","49690","48960","58650","63000","63440","72690","71610","55770","61800","63530","63710","63840","67290","67590","70450","72750","74400","77570",
"Latvia","LVA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5530","5810","6510","7090","7320","8010","9050","10070","10960","11950","13690","15350","17580","19220","18120","17780","19770","21140","22640","23770","24690","26340","28360","30220","31770",
"Macao SAR, China","MAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27440","28620","32420","33910","35260","36000","35120","34830","32690","31050","32040","35680","38470","42010","51480","55420","60730","77400","71760","72610","88440","104120","113650","129400","132020","107640","107330","116080","123290","",
"St. Martin (French part)","MAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2480","2690","2650","2640","2940","2790","3170","3130","3370","3410","3510","3810","3950","4220","4510","4770","5220","5500","5870","6020","6240","6600","6570","6820","6450","6890","6980","7170","7450","7680",
"Monaco","MCO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150","3160","3250","3060","3010","3140","3570","4020","4470","5040","5600","5960","6180","6840","6250","6860","7390","8050","9170","9590","9790","11200","12320","13280","",
"Madagascar","MDG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1080","1100","1120","1100","1110","1130","1160","1180","1220","1270","1340","1150","1250","1320","1370","1440","1550","1640","1530","1510","1530","1490","1490","1520","1500","1550","1540","1600","1660",
"Maldives","MDV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5880","6340","6830","7310","7720","8060","7880","8380","9350","9970","8700","11040","10410","11690","10800","11180","12110","12400","13140","14460","15410","16010","16560","17190","17880",
"Middle East & North Africa","MEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7892.99011551976","8660.11202991933","9092.5089777127","9339.6738907262","9404.6904836929","9644.98264065949","9938.7914928983","10231.8517987474","10760.8381793675","10816.563747869","11418.0312151043","11648.9019138043","11730.2999941341","12314.2302990024","13417.0099479991","14134.3890940264","15181.0832091249","16168.710064774","16836.2664594258","16655.5251899204","17231.7377400461","17810.1191795779","18411.464314245","18321.2253144112","18034.0439294784","16315.9017029168","15998.7592190468","16600.4451228458","17042.1784342294","17401.5199184911",
"Mexico","MEX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7870","8370","8750","8360","8800","8170","8770","9460","9910","10220","10850","10920","10990","11280","11910","12390","13600","14050","14710","14310","15080","16260","16830","16870","17630","17830","18810","19300","19870","19810",
"Marshall Islands","MHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3500","3060","2950","3070","3140","3250","3480","3510","3460","3540","3710","3740","3930","3710","3780","3970","3980","3780","4080","4290","4730","4690","4860","5090","",
"Middle income","MIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2593.96329123175","2708.46771958914","2788.06316341015","2895.93338893227","2997.19196358108","3142.41351205742","3314.24867554456","3484.90471828603","3500.51187867753","3630.27424641931","3878.76060021127","4073.63896497082","4279.30369431384","4566.40440312956","4993.51085308049","5448.04333421922","6090.68484035242","6734.21498688891","7256.13932792252","7458.72549334431","8015.54910152623","8599.36463676187","9129.79496880511","9539.85237768931","9866.64841550286","9943.21040496954","10248.9841300391","10771.8748019491","11437.4748769809","11968.9490411648",
"North Macedonia","MKD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5460","5340","4990","4780","4840","4910","5030","5150","5360","5600","6010","5980","6230","6420","7040","7620","8550","8810","10290","10850","11120","11400","11580","12350","13120","13400","14390","14910","15820","17110",
"Mali","MLI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","910","880","900","920","920","980","1020","1080","1130","1120","1240","1240","1370","1390","1480","1540","1580","1640","1650","1720","1760","1700","1750","1860","1990","2130","2180","2270","2360",
"Malta","MLT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10040","10600","11090","11630","12200","13060","13710","15160","15600","17130","19020","19800","20670","20830","21350","21520","22380","24110","25530","24380","26370","27670","28230","29720","32090","34160","35470","37830","39900","41690",
"Myanmar","MMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","430","430","480","510","560","600","640","680","720","800","920","1040","1170","1340","1550","1800","2080","2380","2660","2940","3240","3470","3580","3890","4080","4280","4370","4600","4970","5160",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4715.86834953708","5073.82049633515","5316.17137990861","5480.23736021852","5522.01846070624","5704.78906788896","5960.7257711845","6185.07386199415","6601.65438286685","6810.25954396713","7187.12947735075","7422.79485256172","7654.59368524503","7860.93353285133","8554.49057225219","8958.64440169803","9668.23843629154","10431.2425371431","10897.4600481454","11032.2138905393","11465.3247351841","11405.3255259643","11691.8498254845","11574.9838300024","11234.7636320207","10563.0918576101","10531.2496823506","10796.4491967266","","",
"Montenegro","MNE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6310","7110","7500","7760","8240","8410","10620","12590","14020","13060","13550","14580","14100","15160","15570","16700","18240","20030","21480","23070",
"Mongolia","MNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3290","3100","2800","2710","2840","3070","3200","3350","3510","3640","3710","3880","4080","4390","4940","5310","5910","6540","7090","6860","6970","8180","9440","9950","10160","9880","9860","9720","10950","11370",
"Northern Mariana Islands","MNP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","270","300","310","320","350","390","420","460","460","510","510","590","630","670","710","780","830","890","930","1010","1030","1080","1130","1270","1330","1250","1290","1300",
"Mauritania","MRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2560","2630","2660","2790","2690","2950","3250","3090","3140","3230","3070","2940","3100","3280","3420","3700","4210","4140","4120","4100","4040","4120","4140","4350","4130","4080","4610","5000","5130","5350",
"Mauritius","MUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4900","5290","5700","6040","6290","6650","7040","7520","7970","8210","9000","9490","9720","10330","11030","11520","12500","13780","14600","14990","15560","16340","17570","19240","19920","20860","22390","23540","24970","26410",
"Malawi","MWI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","510","480","540","480","570","620","640","650","660","670","640","640","670","710","740","780","860","910","960","1010","1050","1010","1080","1050","980","1020","1010","1040","1080",
"Malaysia","MYS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6530","7140","7730","8520","9270","10150","11090","11710","10690","11050","11870","12030","12720","13600","14650","15730","17040","18390","19110","18810","19860","21190","22140","22690","23790","24130","24840","25900","27180","28680",
"North America","NAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23234.128918418","23649.0940478979","24573.1238665577","25393.8500882457","26714.4360632727","27877.8166704375","29215.0215465082","30811.3221699784","32363.8574649476","33960.6531825221","36001.2340192967","36888.2452349484","37627.241866488","38943.4121215702","41188.42966494","43688.0971122977","46220.4091041472","47370.2825336497","47458.3302297513","46081.3988192726","47959.3871441488","49834.8736318506","51970.6653376042","53286.9446055208","55561.4772827174","56902.1411271171","57665.2752948035","59715.0961248112","62326.9517242192","64339.1178047154",
"Namibia","NAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3720","4110","4280","4230","4280","4550","4590","4750","4900","4910","5270","5320","5670","6140","6710","6790","7420","7650","7880","7800","8060","8590","8970","9680","10340","10560","10170","9870","9850","9750",
"New Caledonia","NCL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760","760","760","760","760","750","750","750","800","790","770","810","830","840","840","890","940","960","1010","990","1050","1050","1130","1100","1120","1130","1120","1140","1210","1250",
"Nigeria","NGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1940","1970","2030","1930","1920","1960","2040","2090","2090","2140","2090","2290","2590","2730","2990","3180","3610","3750","3970","4180","4450","4650","4740","4970","5320","5280","5120","5030","5030","5170",
"Nicaragua","NIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1960","1790","1750","1770","1810","1990","2150","2270","2390","2550","2670","2750","2800","2890","3090","3310","3480","3720","3870","3700","3870","4140","4300","4470","4810","5150","5540","5850","5690","5490",
"Netherlands","NLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19010","20060","20620","21380","22500","23760","24880","26270","27630","29670","32450","33040","34350","34480","35980","37110","41280","43870","45110","44160","45210","47250","48080","49910","49110","50340","51510","55770","58140","59890",
"Norway","NOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17910","18930","20160","21060","22610","24030","26480","28300","27870","30300","36480","37820","38070","38770","42570","48300","54110","55720","61480","55790","58630","62730","65990","67770","68100","63030","61840","65730","70530","69610",
"Nepal","NPL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","810","840","870","930","960","1000","1050","1070","1110","1190","1250","1250","1300","1380","1460","1540","1620","1740","1820","1910","2010","2190","2370","2640","2680","2620","3140","3350","3600",
"Nauru","NRU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4930","5490","6320","7200","8160","8980","11650","13390","14970","14930","14950","15770","17790",
"New Zealand","NZL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14240","13580","13950","14810","15930","16780","17090","17990","18460","19350","20300","21360","22130","22830","23670","24020","25900","27290","27700","29440","29700","31250","31610","34790","35760","36210","38630","39330","40550","42710",
"OECD members","OED","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16448.1261747389","17090.2771505355","17714.2097622821","18177.8981562937","19006.5089711809","19758.4885326353","20682.2750409264","21701.113202553","22339.5200897213","23202.4911105221","24711.2545564542","25480.2224408976","26230.2421971924","26968.6720938794","28449.2235203477","29841.4392581571","31915.9189149465","33261.5979372176","33948.2466139712","33136.8096656337","34558.3795487673","36103.2960555259","37224.4942186358","38463.1430200635","39700.0911986671","40755.6066679107","41959.3716480189","43659.0611388626","45130.3022470805","46642.3422213062",
"Oman","OMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22990","24370","25400","26420","26990","28310","29180","31230","32060","32460","34940","36950","35890","35650","36540","36890","36270","41210","42960","43260","44510","40820","42020","40550","36710","30470","28110","27890","27320","28590",
"Other small states","OSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10629.5695981088","11240.3579507233","11720.8542984918","12298.5190218673","13199.2127528561","13967.707119757","16338.4398435611","18155.076736514","19561.4996334489","19285.4331405122","20592.3379494342","22589.6114410715","24035.6410224772","24541.1677478411","24419.5751789623","21194.0056831673","20635.9384665074","22448.2679817698","22825.9320820966","23199.7305040507",
"Pakistan","PAK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1990","2070","2190","2220","2280","2380","2450","2440","2460","2510","2600","2680","2770","2980","3190","3420","3650","3830","3890","3970","4040","4170","4230","4320","4480","4640","4680","4820","5110","5210",
"Panama","PAN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4870","5250","5770","6240","6500","6490","6770","7100","7530","7690","8040","8060","8490","8580","9150","9780","10740","12300","13510","13640","13960","15990","17410","19480","20900","23700","25840","28610","29380","30600",
"Peru","PER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3160","3390","3370","3550","3970","4260","4440","4730","4730","4790","4930","5040","5310","5520","5780","6200","6680","7410","8250","8390","9020","9700","10090","10710","10990","11180","11520","11930","12440","12760",
"Philippines","PHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2620","2660","2700","2770","2920","3050","3240","3440","3680","3750","3760","3890","4010","4200","4500","4800","5090","5460","5730","5880","6260","6500","6990","7390","7760","8010","8560","9020","9650","10200",
"Palau","PLW","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11050","11930","12380","11830","12490","14020","14350","15500","15060","14330","14740","16020","16540","16390","17300","19470","19640","18770","19500","",
"Papua New Guinea","PNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","1560","1710","2020","2160","2100","2200","2140","2020","2020","2000","1970","1970","1950","2050","2230","2250","2490","2520","2590","2820","2780","3040","3050","3700","4010","4160","4270","4220","4470",
"Poland","POL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5860","5710","5910","6300","6860","7560","8190","8860","9410","9960","10610","11070","11720","12120","12920","13660","14830","16280","17970","18720","20380","22110","23090","23970","24750","25940","27110","28930","30520","32710",
"Pre-demographic dividend","PRE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1314.21528979792","1343.37204424923","1344.07968011288","1368.40180985501","1371.01100892905","1434.497093256","1513.83343009844","1608.37849516368","1717.30454175771","1794.05689782799","1803.15290714242","1884.86015305688","1949.76632367506","1886.14443908111","2144.82515423125","2247.31290019791","2484.32465857606","2629.29515234385","2801.75956934474","2888.90640705269","3005.26214357682","3115.47210454671","3247.91101005349","3367.76442096361","3490.53615049282","3383.16241226224","3337.14138724941","3416.44808281399","3452.83565901486","3551.89552861389",
"Puerto Rico","PRI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9480","9960","10250","10830","11260","11840","12240","12970","13310","14430","15410","15840","16040","16470","18700","19180","19830","20690","20590","20160","20210","20840","21840","22320","22620","22900","23040","22940","23460","24240",
"Korea, Dem. People’s Rep.","PRK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11750","12740","13240","13270","13590","14490","14980","15760","16640","17660","18580","19200","20050","20620","21190","22420","23950","24970","25770","25600","26410","26340","25810","27560","28150","28870","30840","32310","33490","35600",
"Paraguay","PRY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6020","6430","6430","6380","6230","5820","5890","6040","5850","6260","6530","7180","8020","8680","8580","9520","10130","9590","10640","11010","11040","11550","12200","12710","12730",
"West Bank and Gaza","PSE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380","2510","2450","2770","3220","3450","2980","2610","2220","2510","2750","3120","3050","3300","3470","3610","3820","4300","4980","5170","5590","6130","6270","6550","6740","",
"Pacific island small states","PSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2778.42449291887","2819.48695630109","2973.55132796464","3043.28587436344","3169.24667739899","3351.75883573544","3457.87282910892","3559.16239991755","3606.41619248951","3831.17804436441","3945.43611050222","3968.60872650008","4110.31873778391","4171.43006624731","4419.97197563002","4621.42724587481","4654.33141814227","4782.1239999503","4844.32695414447","4760.6507129693","4816.02958521745","5013.77180658801","5274.91110140469","5659.07849378864","6241.152428782","6751.07246858444","6824.41111892936","7038.82694739669","7250.12626717812","7320.44028607579",
"Post-demographic dividend","PST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17821.5017478338","18502.7315749496","19125.1879583015","19605.4713445767","20498.3032792442","21349.3277722669","22302.6857221831","23385.6818495771","24257.9140015268","25306.5159154162","26999.070476769","27979.5177116058","28887.9659229433","29801.5842724317","31476.6005736467","33057.5196295032","35322.1835039024","36836.9159129866","37542.3765980057","36611.636513233","38144.4813365554","39723.26022726","40951.2332118441","42353.5894102161","43634.9913174703","44707.8042939063","46031.7147370908","47986.9803875237","49735.6528130785","51604.3101476885",
"French Polynesia","PYF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89190","95060","98680","100940","105810","95760","114330","116350","117680","110640","118390","128340","132440","131020","123250","90920","82490","94820","94840","94170",
"Romania","ROU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5250","4790","4490","4660","4960","5380","5690","5510","5480","5530","5810","6490","7090","7380","8600","9320","11160","13240","16410","16440","16780","17680","18600","19510","20530","21400","23850","26810","28680","31860",
"Russian Federation","RUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8010","7840","6800","6350","5710","5570","5440","5580","5230","5680","6650","7260","7880","8970","10010","11540","14480","16280","19600","18760","19860","22130","23560","25170","24910","23420","23450","25310","28040","28270",
"Rwanda","RWA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","560","580","660","660","360","500","550","600","610","600","630","670","750","770","830","930","1020","1110","1220","1270","1350","1450","1480","1520","1680","1770","1850","1910","2070","2240",
"South Asia","SAS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1239.14090386778","1273.15253544062","1346.02489738932","1408.40269387824","1493.57339374954","1599.31042339782","1705.04981824044","1764.21332661722","1846.29568816653","1980.3750518948","2062.2873224298","2164.86557905656","2247.37341145448","2419.83140141285","2627.07866017604","2864.92906289759","3127.18695024661","3400.15412823843","3520.75182303163","3742.54743990045","4003.74737476035","4244.8815461951","4566.90383502936","4748.0872091879","4926.59546167424","5137.80697495363","5413.18336144748","5763.3494680496","6185.80608022283","6525.71358177597",
"Saudi Arabia","SAU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33310","37650","38540","38180","37710","38070","38390","38700","39860","38290","40070","39620","37930","41580","44900","47550","49050","50150","52960","50940","52220","56940","58220","56920","56940","49900","46590","48040","49160","49400",
"Sudan","SDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1040","1050","1150","1230","1270","1340","1450","1600","1640","1650","1740","1850","1950","2060","2130","2290","2370","2760","2860","2960","2950","3430","3950","3990","4670","4970","4340","4200","3950","3990",
"Senegal","SEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1440","1480","1500","1500","1480","1560","1600","1640","1720","1800","1860","1940","1930","2060","2190","2320","2390","2510","2600","2580","2640","2640","2720","2700","2780","2910","3000","3110","3310","3440",
"Singapore","SGP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23600","25170","27060","29450","33130","35380","36650","40100","38160","40460","43570","42850","44220","47460","51020","55400","62180","66820","65090","62720","74480","77300","78420","78530","81490","81040","83730","87740","90450","92020",
"Solomon Islands","SLB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840","940","1000","940","1020","1090","1060","1700","1700","1670","1450","1330","1260","1340","1430","1500","1630","1610","1570","1260","1340","1490","1880","2030","2080","2170","2150","2230","2320","2350",
"Sierra Leone","SLE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690","750","600","660","620","630","670","640","630","630","670","620","770","820","860","890","930","1070","1150","1180","1150","1190","1450","1740","1750","1570","1420","1590","1580","1670",
"El Salvador","SLV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2840","2940","3200","3420","3630","3840","3890","4030","4150","4230","4350","4460","4550","4650","4790","5050","5440","5670","5930","5770","5950","6270","6280","6570","6900","7240","7620","7980","8320","8700",
"San Marino","SMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5720","5980","5500","6020","6490","7200","7590","8410","9070","10070","11010","12300","12350","12530","13450","13480","14060","14100","14230","14870","15450","16670","17960",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1586.77485077391","1618.67876791723","1575.53238710535","1570.81547104431","1584.82118717779","1655.34794742932","1730.85416908901","1788.54132229445","1801.17067481509","1824.1643972761","1847.75819473975","1927.89795532907","2031.20317117493","2095.36484114072","2232.22019229171","2383.94933093844","2582.55630473352","2730.84518536832","2846.00397970605","2904.88923038693","3015.29036655038","3134.54788035567","3182.38545524787","3345.48571103839","3525.7266692541","3577.63112320176","3567.29265806413","3610.31495759617","3677.56190933466","3767.95622147462",
"South Sudan","SSD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1630","1460","1980","1280","","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1594.50816331055","1627.09223511989","1584.89173614776","1580.84315192711","1595.19418897873","1666.04907943952","1742.05388168339","1800.55353306793","1813.90222533984","1837.14292045713","1861.92721476042","1942.54416434654","2045.6768002868","2110.46880824537","2248.03182993229","2400.1244342322","2599.76808537375","2749.48454140443","2865.21738171161","2924.1217504932","3034.81847435678","3154.61052223975","3203.674720885","3368.35763199852","3548.78458794428","3601.27986471279","3592.36539184602","3636.23537577867","3704.61992913212","3796.04952851441",
